,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,label
68,20,36,21,43,22,51,24,58,26,66,30,73,36,78,42,82,50,84,59,83,66,80,72,75,78,69,81,61,83,53,84,44,85,36,24,30,28,27,34,26,40,27,46,30,54,30,60,27,67,25,74,26,79,30,50,35,50,39,50,44,49,48,44,53,47,54,50,55,53,54,56,54,30,36,33,34,38,34,42,36,38,37,33,37,59,37,63,34,68,34,71,36,68,38,63,38,0
69,17,43,17,51,17,60,19,69,21,77,26,85,33,91,42,95,52,96,62,95,71,91,77,86,82,78,84,69,85,60,85,51,84,43,22,34,25,27,31,22,39,21,45,24,55,24,62,22,69,22,76,26,79,33,50,32,51,37,51,41,52,47,44,54,48,55,52,56,55,55,59,54,30,37,33,34,37,33,42,36,38,37,33,37,59,36,64,34,68,34,71,36,68,37,63,37,0
70,23,37,21,45,21,53,22,62,24,70,27,78,32,85,37,90,44,93,53,92,63,89,73,85,81,78,86,70,89,60,91,51,93,42,25,26,28,22,33,20,38,20,43,22,55,22,62,20,69,20,76,23,80,27,47,32,46,37,44,42,43,48,39,52,41,54,44,55,48,54,52,53,30,35,33,34,37,34,40,36,36,36,33,36,59,36,63,34,67,34,71,36,67,36,63,36,3
71,14,36,14,45,15,55,17,65,20,74,26,82,33,88,42,92,51,92,61,90,69,85,75,80,80,73,83,64,84,55,84,46,84,37,20,34,24,27,32,23,40,23,47,26,54,26,61,24,69,23,76,26,80,32,51,33,51,38,51,43,52,48,43,54,47,55,51,55,55,55,59,54,29,36,33,33,37,33,41,35,37,36,33,37,59,36,63,33,67,33,71,35,67,36,63,36,0
72,17,37,17,46,18,55,19,64,22,72,27,79,35,85,43,88,52,89,61,87,68,82,74,76,78,69,80,61,81,54,81,46,81,39,24,32,28,27,34,26,40,27,46,29,55,29,61,28,67,27,73,28,77,32,51,33,52,38,52,43,53,49,44,53,48,54,52,55,55,54,59,53,30,36,33,34,37,34,41,36,37,37,33,37,59,36,63,34,67,34,71,36,67,37,63,36,3
73,16,37,16,45,16,54,18,62,20,70,25,75,32,80,39,84,47,86,56,86,65,82,73,78,79,72,83,64,84,56,85,48,85,40,22,34,25,28,31,24,38,24,45,26,55,27,62,25,69,25,75,28,79,33,50,32,50,37,49,42,49,47,42,51,46,52,50,53,54,53,57,52,29,36,33,34,37,33,41,36,37,36,33,36,59,36,63,34,67,34,71,36,67,36,63,36,3
74,19,33,19,41,21,50,22,58,25,67,29,74,34,81,40,86,48,88,56,88,64,84,71,78,77,71,81,63,83,54,84,45,85,37,22,28,27,25,33,25,39,26,44,29,56,29,62,26,67,25,73,25,78,28,50,34,50,39,50,45,49,50,44,55,46,56,49,57,52,57,55,56,30,35,33,33,38,33,41,36,37,37,33,37,59,36,63,33,68,33,72,36,68,38,64,37,0
75,16,43,16,51,17,59,18,66,20,73,25,78,33,82,41,85,49,86,58,85,67,82,75,78,81,73,85,66,86,58,86,50,87,43,22,31,26,26,32,23,39,23,45,25,56,26,63,24,69,24,75,26,80,32,50,33,50,36,50,39,50,43,44,51,47,51,50,51,53,51,57,50,30,36,33,34,38,33,42,36,38,37,33,37,59,36,63,34,68,34,72,36,68,37,63,37,0
76,18,35,18,44,20,52,21,61,23,70,28,77,34,82,41,86,50,88,58,87,66,82,73,76,78,69,81,61,82,52,83,44,83,36,23,29,27,24,33,23,39,25,44,28,55,28,61,26,67,24,74,25,78,29,50,34,50,39,51,45,51,51,44,54,47,56,51,57,54,55,56,54,29,35,33,33,37,33,41,36,37,37,33,37,59,36,63,33,67,33,71,36,67,37,63,37,0
77,14,35,15,45,15,54,16,64,19,73,24,81,31,88,40,93,49,95,59,93,67,87,74,80,79,72,82,64,84,55,84,46,84,37,21,31,25,26,32,25,38,26,45,29,55,29,62,27,68,26,75,27,79,32,51,34,51,40,51,46,51,52,43,54,47,56,51,58,55,56,59,54,29,36,33,34,37,34,41,36,37,37,33,37,59,36,63,34,67,35,70,36,67,37,63,37,3
78,16,42,17,49,17,57,18,65,20,73,25,79,32,83,40,86,49,87,59,87,68,84,75,79,80,73,82,66,83,58,84,50,84,42,22,33,26,28,32,25,38,24,44,26,55,26,62,24,69,25,75,28,78,33,50,32,50,37,50,41,51,46,43,52,47,52,50,53,54,53,57,52,29,36,32,34,37,33,41,36,37,37,33,37,59,36,63,33,67,34,71,36,67,37,63,37,0
79,10,37,10,47,10,57,12,67,17,76,24,83,33,88,41,92,50,93,59,91,66,86,72,80,76,72,79,64,80,56,80,47,79,39,21,28,27,23,34,21,41,22,48,25,57,25,63,24,69,23,74,25,77,30,52,33,53,39,54,45,55,51,46,57,50,57,53,58,56,57,59,57,29,35,32,33,37,33,41,36,37,37,32,37,60,36,64,33,68,33,71,36,68,37,64,37,3
80,18,38,18,46,19,54,20,62,23,70,28,77,34,84,41,89,50,90,59,90,66,85,72,79,76,71,79,63,80,55,81,47,82,38,24,30,29,27,36,27,42,29,47,32,55,32,60,29,67,27,73,28,77,31,51,36,51,42,52,49,52,55,43,56,47,58,51,60,56,59,59,57,31,35,34,34,38,34,42,36,38,36,34,36,59,36,63,34,67,34,71,36,67,37,63,37,3
81,19,34,20,43,21,51,22,60,24,69,30,76,36,83,44,90,52,91,61,89,69,84,75,77,80,70,83,62,84,53,84,44,84,36,23,32,27,26,33,25,39,26,45,29,55,29,61,25,68,24,74,25,78,30,50,35,50,41,51,47,51,53,43,55,47,56,51,58,55,56,59,55,30,36,34,34,38,34,41,36,38,37,34,37,60,36,64,34,68,34,71,35,68,36,64,36,3
82,19,39,18,47,18,54,19,62,21,70,25,77,32,82,39,86,47,88,56,87,65,84,75,80,82,74,86,67,88,58,88,49,88,41,23,31,27,27,33,25,39,26,44,28,55,28,62,26,68,26,75,28,80,32,49,34,49,38,49,41,48,46,42,51,45,52,49,53,53,52,56,51,30,36,33,34,38,34,42,36,37,36,33,36,60,36,64,34,68,34,72,36,68,36,64,36,3
83,17,33,17,42,16,51,17,61,20,70,25,79,31,87,38,94,47,96,57,94,66,88,75,82,82,74,87,65,88,55,89,45,90,36,22,31,26,26,32,25,38,26,45,29,55,29,62,27,69,26,77,27,82,31,50,34,49,40,49,46,48,52,41,54,45,56,49,58,53,56,58,54,30,35,33,34,37,34,41,36,37,36,33,36,59,36,63,34,67,34,71,36,67,37,63,37,0
84,17,36,17,46,18,55,19,63,23,72,28,80,35,86,41,92,50,93,59,92,68,86,75,79,81,71,85,62,86,54,86,45,86,36,22,31,26,27,32,26,38,27,43,29,56,30,61,27,67,26,73,26,79,29,51,34,51,41,51,47,51,53,43,55,47,57,51,58,55,57,58,55,29,36,33,34,37,34,41,36,37,36,33,36,60,36,64,34,68,34,72,35,68,36,64,36,3
85,11,43,11,53,12,63,14,72,18,80,25,87,34,91,45,93,54,93,62,92,70,87,76,81,79,74,81,65,82,57,82,49,80,41,20,31,24,25,31,22,39,22,46,25,56,27,62,24,69,24,75,26,78,31,52,33,53,38,54,43,55,48,47,56,50,56,54,56,57,56,60,55,28,36,32,33,36,33,41,36,37,37,32,37,59,36,64,33,68,34,71,36,68,37,63,37,0
86,17,41,17,48,18,56,19,64,21,71,25,77,32,82,40,85,49,86,58,85,67,83,75,79,80,73,82,65,84,58,84,50,85,42,23,34,27,29,33,27,40,26,47,27,54,27,61,26,68,27,74,29,78,34,50,32,50,37,50,41,50,46,43,52,47,52,50,53,54,53,57,52,30,36,33,33,37,32,41,35,37,37,33,37,59,36,63,33,68,33,71,36,68,37,63,37,3
87,18,39,18,47,19,55,21,63,25,71,30,78,37,84,44,89,52,90,60,90,66,85,71,79,76,73,79,65,80,56,82,48,82,40,24,30,28,26,34,25,41,26,46,29,55,29,61,26,67,25,73,26,77,30,51,35,52,41,52,47,52,53,45,57,48,58,52,59,55,58,59,57,30,35,34,33,38,33,42,36,38,37,34,37,60,37,64,34,68,33,71,36,68,37,64,37,0
88,19,35,20,44,22,52,22,61,24,69,29,76,35,83,42,89,50,90,60,89,68,84,75,78,81,71,84,63,86,54,86,46,86,37,24,30,27,25,33,24,39,25,45,28,55,28,61,25,68,25,74,26,79,31,49,35,49,40,49,45,49,51,42,54,45,56,49,57,53,56,57,54,30,35,33,33,38,33,41,36,37,37,33,37,59,36,63,34,68,33,71,36,68,38,63,37,0
89,17,40,17,48,18,56,19,64,22,71,26,76,33,80,42,82,51,82,60,81,67,78,73,74,77,69,79,62,80,55,79,47,78,40,25,32,28,27,34,24,40,24,46,26,54,27,59,24,65,23,70,25,73,30,50,34,51,38,51,42,52,46,45,52,48,52,52,53,55,52,58,52,31,37,34,34,38,33,42,36,38,37,34,37,58,36,61,32,65,32,68,34,65,35,61,36,0
90,16,36,17,44,18,53,19,61,21,69,26,76,33,81,41,85,50,87,60,86,68,83,75,77,80,70,83,62,84,54,84,45,84,37,21,30,25,26,31,25,38,25,44,27,57,27,63,24,70,24,76,25,80,30,51,33,52,38,52,42,52,47,45,53,48,54,52,54,56,54,58,53,29,36,33,34,37,34,41,36,37,37,33,37,60,36,64,34,68,34,72,36,68,37,64,36,0
91,21,33,21,42,22,51,23,60,26,69,30,77,36,84,42,90,50,92,59,91,67,85,73,78,79,70,83,62,85,53,86,44,87,35,24,33,27,28,33,26,40,26,46,29,54,29,60,26,68,25,75,27,79,32,50,35,50,41,49,46,48,52,41,54,45,56,49,57,53,56,57,54,31,36,34,34,38,34,42,36,38,37,34,37,59,36,63,34,67,34,71,36,67,37,64,37,3
92,19,37,19,45,20,54,21,63,24,71,28,79,34,86,41,92,49,94,58,92,65,87,72,80,76,72,80,64,81,56,82,48,81,40,22,32,25,27,31,25,37,26,44,28,56,29,61,26,67,26,73,26,77,30,51,35,51,41,51,48,50,54,42,57,46,58,50,60,54,59,58,57,29,36,32,34,37,33,41,36,37,37,32,37,60,36,63,33,68,33,71,35,68,37,64,37,0
93,20,40,20,47,20,54,20,62,21,70,25,77,30,82,36,86,45,88,54,89,63,86,70,81,77,75,80,68,82,60,83,51,84,43,24,33,26,27,32,24,38,23,44,26,55,26,62,23,69,23,75,27,79,33,49,32,49,37,48,42,48,48,42,53,45,54,48,55,51,54,55,53,30,36,33,34,37,33,41,36,37,37,33,37,59,36,63,33,67,33,71,36,67,37,63,37,0
94,15,36,15,46,16,55,17,64,21,73,26,80,34,86,42,91,52,92,62,90,71,85,78,78,83,70,85,62,85,53,85,45,85,37,22,33,26,28,32,25,39,26,46,28,55,29,61,26,68,24,75,26,79,31,51,34,51,39,51,43,51,48,43,52,47,53,52,54,56,53,60,52,29,37,33,35,37,35,41,37,37,37,33,38,61,36,65,33,69,33,72,35,69,36,65,36,3
95,20,35,20,44,21,52,23,61,25,69,30,76,36,81,42,86,50,88,59,86,66,82,73,76,78,70,82,62,83,53,84,44,84,36,24,33,27,28,33,25,39,26,45,28,54,28,61,25,68,25,75,27,79,32,50,34,50,40,50,45,49,50,43,54,46,55,50,56,53,55,57,54,30,36,33,33,37,33,41,36,37,37,33,37,59,36,63,33,68,33,71,36,68,38,63,37,0
96,5,38,7,48,9,58,12,68,18,77,27,83,38,87,49,91,58,91,65,88,70,83,74,76,77,68,78,60,79,51,78,44,76,37,20,30,26,26,34,25,42,25,49,29,57,29,62,25,68,24,73,25,76,30,54,34,56,38,58,43,60,48,48,53,53,54,57,55,60,54,63,52,28,35,33,32,37,32,41,35,37,36,33,36,59,35,63,32,67,32,70,35,67,35,63,35,3
97,23,33,22,41,22,50,24,59,25,67,28,75,32,82,37,88,45,91,53,90,61,86,68,80,75,73,80,65,84,56,86,46,87,37,24,25,28,23,33,23,38,25,43,28,54,29,60,27,67,26,74,26,80,30,48,34,47,41,46,49,45,56,39,57,42,59,46,61,50,60,54,58,30,33,33,31,37,32,40,35,36,36,32,36,59,36,62,33,67,33,71,35,67,37,63,37,3
98,17,36,18,45,18,54,20,64,23,72,28,79,34,85,41,90,50,91,59,90,67,86,74,81,79,74,83,65,83,56,84,47,84,38,24,29,28,24,34,24,39,25,45,27,56,27,62,24,68,23,75,25,79,29,50,34,50,40,50,45,50,51,43,57,47,57,50,58,54,57,57,57,31,35,34,34,38,34,41,36,38,37,34,37,59,36,63,34,67,34,71,35,67,37,63,37,0
99,20,36,20,44,20,53,20,62,23,70,27,79,32,86,38,91,46,94,56,93,64,89,72,83,79,75,84,67,86,57,87,48,88,38,23,30,26,24,32,22,38,22,44,25,56,25,62,22,70,22,77,24,81,30,50,32,49,38,48,45,48,51,41,54,44,56,48,58,53,56,57,54,30,36,33,35,37,35,42,35,37,36,33,36,59,35,64,35,68,36,73,36,68,36,64,36,3
